start	end	text
0	28420	次回は8時になりました TVサラジオキーステーションに生放送で
28420	32000	お送りしているおぎえちきセッション パースなぎ系のおぎえちきです
32000	37160	南部広美です ここからは新越放送でお聞きの皆さんにも
37160	40420	お付き合いいただきます どうぞよろしくお願いいたします
40420	44040	よろしくお願いします それではここまでに入ってきている
44040	45880	最新のニュースをお伝えしましょう
45880	55360	イスラエル軍はいつかパレッシュな自治区 ガザへの地上攻撃を強化し
55360	63160	ガザを南北に分断したと発表しました ガザを実行支配するイスラム組織ハマスは
63160	69960	北部に司令部を置くとされその相当作戦に 集中する狙いがあると見られますが
69960	77800	多数の民間人も残っています 現在ガザでの死者は9700人を超え
77800	86560	イスラエル側の死者は1400人以上と ガザでの死者が増加しています
86560	93840	今日の東京株式史上では取引開始直後から 反動体関連などのハイテク株を中心に
93840	101320	幅広い名柄に会注文が膨らみました 結局終わり根は前の営業日と比べ
101320	114480	758円ほど高い32708円で今年最大の上げ幅で およそ1ヶ月半ぶりの高値水準となっています
114800	123840	基地田内閣の指示率が30%を切ったことが tbsなどによる世論調査で分かりました
123840	133760	基地田内閣を指示できるという人は 前回の調査から10.5ポイント減少した29.1%で
133760	145200	調査の方法は異なりますが2012年に自民党が 政権復帰して以降最も低い指示率となりました
145840	151800	旧統一協会 現在の世界平和統一家庭連合を巡る問題で
151800	161200	強断側が保障のための原子として 最大100億円を国に預ける案を検討していることが
161200	168880	関係者への取材で分かりました 解散命令請求を受けて強断側が
168960	176440	海外などに財産を移すのではないかといった懸念を 腐食する狙いがあると見られます
176440	183120	強断は明日会見を開き 今後の方針を説明します
183760	191040	国立科学博物館は今日記者会見を行い 昨日まで行っていたクラウドファンディングで
191040	207720	速報値として目標額1億円のところ 延べ56,562人から9億15506万円の資金が集まったと公表しました
208600	217320	厚生労働省によりますと先月29日までの1週間に 全国およそ5000の医療機関から報告された
217320	232720	季節性インフルエンザの患者数は97,292人で 1医療機関がたり19.68人となり10周連続で増加したと発表しました
233600	240680	京都アニメーション放火殺人事件の裁判は 今日中間論国が行われ
240680	248640	検察側は改めて青葉飛国に完全責任能力があったと主張しました
248640	256040	責任能力はなかったとする弁護側の主張を 対立する主張と対立する中
256040	266320	裁判員らは今月下旬まで非公開で表議を行い 刑事責任能力に関する結論を出すことになります
266320	274640	おしまいにニーガタ県渋田市でけさ40代の男性が熊に襲われ 怪我をしました
274640	285560	自宅裏に設置した罠を見に行ったところ小沼2頭がかかっていて 近くにいた親沼に襲われたと見られています
285560	296880	この後はお知らせに続いて特集メインセッション テーマはアメリカ金融市場の鍵を握る frb パウエル議長に迫るです
300000	305200	この時間は各社の提供でお送りします
