start	end	text
0	4320	時間は8時になりました
4320	11580	TV所を軽製ションに生放送で送りしている
11580	14880	オギエ机セッションパーツ
14880	20420	何で役没レストラ外車に参加ぞ
20420	23920	やっといいです
23920	27160	中国は8時になりました TVSラジオキリセーションに
27160	29920	生放送でお送りしている オギエチキセッション
29920	33200	パーソナリティのオギエチキです 南部広美です
33200	37640	ここからは青森放送 秋田放送
37640	42080	IBC岩手放送 ラジオ福島
42080	45840	新越放送 福井放送
45840	50080	山梨放送 SBSラジオ
50080	54920	3E放送 RSK三葉放送
54920	58920	山口放送 高地放送
58920	63440	宮崎放送 南日本放送でお聞きの皆さん
63440	66120	どうぞ今夜もよろしくお願いいたします
66120	69360	そしてTVSラジオと北陸放送の皆さんも
69360	72000	引き続きよろしくお願いいたします
72000	75880	それではここまでに入ってきている ニュースをまとめてお伝えします
80080	86320	アメリカのバイレン大統領と中国の 習近平国家指摘は1年ぶりに階段し
86320	94720	不足の事態による衝突を避けるため 軍同士の対話を再開することで合意しました
94720	100720	アメリカ政府交換によりますと 習指摘は台湾を巡る議論の中で
100720	109080	アメリカで2027年か2035年に 中国が軍事行動を計画しているという
109080	116080	報道があるがそんな計画はない とも話したということです
116080	122600	宮崎信号防衛政務官は今日の参議院 外交防衛委員会で週刊文春が
122600	131240	報じた事務所スタッフだった女性への 性課外について全く身に覚えがない
131240	138360	セクハラの事実はないと確信している と述べ改めて報道を否定しました
138360	147360	今日発売の週刊文春は宮崎氏が10年前 都内の飲食店で事務所スタッフの女性に対し
147360	155920	抱きつきキスを迫るなどの 性課外を行ったと報じています
155920	161200	イスラエル軍はパレシナ自治区 ガザ最大規模のシファ病院で
161200	166760	多数の武器を見つけたと主張し 映像を公開しました
166760	173640	これに対しイスラム組織ハマスは 病院に武器があるとのイスラエル軍の主張は
173640	177040	明白な嘘であると否定
177040	182440	ロイタ通信によりますとカタール に滞在するハマス官部はイスラエルの
182440	187640	自作自演だと避難しているということです
