start	end	text
0	27440	次回はシーになりました キーディスラジオ旗製書に生放送で放送
27440	30620	お送りしているオゲージセッション パーサリキーのおぎうちきです
30620	34760	南部ひろみです この時間から国立放送でお聞きの
34760	38920	皆さんにもお付き合いいただきます 今夜もどうぞよろしくお願いいたします
38920	41640	お願いします ここで日替わりコメンテーターの
41640	46080	登場です 今夜の担当TBSテレビ報道局
46080	52240	政治部の岩本水木記者です どうぞよろしくお願いいたします
52240	57240	岩本水木さんは1994年大阪府のご出身です
57240	63480	2018年TBS入社後 情報番組のアシスタントディレクターを経て
63480	70120	2020年から政治部の記者に 総理版防衛記者会を経て
70120	75400	現在は主に与党を担当する平川クラブをお担当です
76160	79280	元々岩本さんは政治部に入りたかったんですか
79280	81040	そうです 国会が好きで
81040	84560	もう1年時代から 子どもの頃に国会中継を
84560	88440	祖父と同居してたんですけど 祖父が国会中継見るのが好きで
88440	92360	NHKでね そうでそうでして 子どもなんで何をやってるか
92360	97360	全く意味わかってなかったんですけど すごい色々戦ってると思って
97360	101160	興味を持ってそこから政治部に興味を持ったっていう感じです
101160	104920	国会中継はどれぐらいの期間見てたんですか 視聴者としてというか
104920	111560	大物心ついたのが 森元総理小泉元総理ぐらいからなんですよ
111560	117040	なので優勢解散とか民主党政権時代は 見てたなっていう記憶が
117040	119320	おぼろげながらにあるっていう感じで
119320	123360	森小泉やなだけで小学生とかですか そうですね
123360	127920	中学生高校生ぐらいで民主党となりと
127920	132200	高校の時に3.11なども経験されたということだったんです
132280	135320	印象的な国会になると言って 子ども流れにありましたか
135320	140280	やっぱりちょうどものおこらがついて 瞬間にこういう瞬間が
140280	145880	小泉元総理が優勢解散って言って そうなんですよ
145880	149160	そこでちょっと変な話目覚めたじゃないですけど
149160	152000	これって何なんだろうとか インパクトがあったでしょうか
152000	158160	インパクトがあって やっぱりそれぞれ野党の言い分があったりとか
158160	162640	意味はわからないんだけれども ちょっと気になるっていうので
162640	167480	劇場がたって言われたタイミングで 候補とか資格候補が落下さんで
167480	172200	降りていって 竹中海平蔵さんとか 民間大臣がとか
172200	175800	すごく激動の時期でもありましたね そうですね
175800	178640	それで結構インパクトがあるって感じでしたね
178640	181680	そして入社6年目で ヒラカークラブを担当
181680	183960	ヒラカークラブ本当によく聞くんですけれども
183960	187400	あんまというかですけど どういった場所なんですか
187560	191240	自民党を担当するところなんですけど 一言で言うと
191240	195280	自民党本部があるのが いわゆるヒラカー町っていう場所で
195280	198760	そのヒラカー町から ヒラカークラブっていう名称がついていて
198760	201240	私はそこに所属しています
201240	204800	あんまって言いを飲んだのは とにかくオープンでないことは
204800	207280	確かなっていうような印象が強いんですけど
207280	210400	実際クラブに所属していて そこはいかがですか 印象は
210400	213200	オープンでないそうですね 確かに
213200	216600	政治部全体がそういう仕事の 体制なのかもしれないんですけども
216600	220760	いわゆるオフ主宰っていうものが 発生するんですね
220760	223960	やっぱりオープンのいわゆる会見だったりとか
223960	227240	そういった総理ぶら下がりとか そういったところとは違って
227240	230640	誰が喋ってるのかとかを 既得した形でのオフ主宰が
230640	234800	私たちの普段かく現行とかにも かなり気持になってくるので
234800	239120	なのでちょっと既得性が高いと 思われる部分はあるかもしれます
239120	241000	まだ記者関係によるときと
241000	244200	ヒラカークラブの方限定みたいな 時があったりするじゃないですか
244200	247680	それぞれのラジオの沢田記者が 入れないなって思ったりして
247680	252560	みたいなことがあったりしますけど 結構クラブの方がコントロールするのか
252560	256080	それでも自民党の方から 良しないみたいな格好になってくるのか
256080	257680	そこはどう思うんですか 交差です
257680	260200	交差 党の方から 党の方から
260200	263320	はっきり言われてるわけではありませんが
263320	266840	どんな会見にしろやはりお視界だったりとか
266840	270400	仕組みっていう存在でやっぱり どんな会見でもあるわけで
270400	273720	そういった時に参加者は1社1名までとか
273720	276800	もちろんこれは正直コロナの影響もありました
276800	281520	コロナの影響でこれまでは 人数制限とかなんか入れていたものを
281520	286160	コロナによって1社1名でできるだって 感染を減らしたいと思いもあって
286160	289800	そういったところからそのまま 流れが続いちゃってるっていう部分もあります
289800	292680	政府としてはコロナ開けってことになってるわけじゃないですか
292680	294680	今は感染者続いてますけど
294680	296840	いわゆるゴルイ体制っていうか 変えたので
296840	299160	でも戻らないんですか その記者クラブの体制とか
299160	301160	回転が変えてないんですか 割と戻ってないところも
301160	305680	廻りで戻っているところもあるんですけど それこそほそださんが
305680	310440	回転した時とかも初め1社1名で
310440	313280	ヘアカークラブ所得だけみたい になってたと思うんですけど
313280	317520	ところは私たちからそれはおかしい っていうふうに声を上げて
317520	320440	幅が広がったっていう感じで 小さくこういうこともあるので
320440	323280	徐々に変わっては来てるのかな っていう感じです
323280	326120	そこはちゃんとクラブで押し返して いったり記者たち
326120	329000	あるいは視聴者も含めて声を上げる ことが大事なんですね
329000	330000	だと思います
330000	333880	さて今日はちなみにどんなお仕事 されてたんですか
333880	340840	今日は午前はそれこそ先ほど話した 細田前議長のお葬式の取材と今
340840	345720	午後は今装備一点をまた事項 のワーキングチームで再開した
345720	348000	のでその2つの取材をしてきました
348000	351800	なるほど 細田議長の装備という のはどういった様子だったんでしょう
351800	352800	か
352800	358400	そうですね 私はちょっと素材で確認 妹で確認していたので実際に
358400	362840	最初から最後まで言ったわけでは ないんですけれどもやはり
362840	369600	使命諸行が行われてそこで岸田 総理そして庫が新しい収入議長
369600	375400	が証拠されて長男のもしの方が ご愛させされてほんとしくしく
375400	377400	と進んでいるっていう感じでした
377400	381560	なるほど 本当にいろんな論点が残ったまま
381560	385520	なかなか証言も出し切ることも できないままということになりました
385520	390720	がこの間国会でもいろんな公文書とか 証言とかが不十分な状況で進む
390720	394120	というところもあったりしましたね 実際この製事務の記者になられて
394120	396800	そうしたところの温度観点はどう ですか
396800	404560	そうですね やっぱり収入議長っていうトップの方の疑惑がいろいろ
404560	411160	出てただやはり何の説明もなかった ね 改めて会見をしたもののやはり
411160	415680	時間も短くてなかなか明らかにされ なかった そういうところは多分
415680	419960	開くあくらぶにみんな疑問に思っている ところあると思うんですけども
419960	426000	やっぱりご病気になられてなくな られてしまった 実は取材によると
426000	431160	細田前議長もしまた退院して体力 が戻ったら被災訳に戻りたい
431160	434120	みたいな移行もあったみたいで そうなった場合ちょっと話が
434120	437640	変わってきてたと思うんですね やっぱりこれまでみたいな議長
437640	441000	という立場で親家に話すという わけでなくそれこそ先ほど話した
441000	445120	のが不取材だったりとかいろいろ 話す機会があったと思うんですけども
445120	448400	そういった機会が奪われてしまった という感じですね
448400	453160	なくなられた時に参計新聞かな 記者会見の場で時間決まってるのに
453160	455960	さらに追い方質問しようとしている 記者がいて違和感があったんだ
455960	459520	体力が見てのことが書かれていて 記者精神はどうなってるのかな
459520	462400	っていうことをいろんな角度から 記者精神と何かとか考えさせられた
462400	467280	んですけども結構クラブ所属の 他の社の記者たちもやっぱりあの
467280	471520	会見は少なすぎるというか口を 閉ざしすぎるっていうのは反応
471520	472520	あったんですか
472520	477080	そういう反応も確かにあったんです けどもそれよりも内容にみんな
477080	481040	注目を集めていましたね おそらくMe Tooって言いたかった
481040	487320	んですけどMe Too Me Tooこれはどういう ことだろうとか内容に結構注目
487320	490440	が集まった感じでしたね 短さもですけど
490440	495080	内容要は例えばハラスメントなど については心当たりがあるという
495080	498280	かそうした経験があるよって感じ ている方も中にはいらっしゃった
498280	499840	りするということなんですか
499840	502640	私はちょっと経験がないので分から ないんですけどそういう思い
502640	506440	があった方もいるかもしれません がやっぱりこういったセクハラ
506440	511400	にしろパワハラにしろだいぶ注目 されている世の中でそういった
511400	514880	発言をするっていうのはちょっと 時代的にずれてるんじゃないかな
514880	517240	みたいな意見を持ちの方も結構 買っているんですね
517240	520240	そうですねおそらくさはね二人 名がついてないんだからMe Tooになって
520240	523080	ないっていうようなことを述べ ていたのでそうしたことに対して
523080	526960	違和感というのはありましたよね では今日は山本記者と一緒に
526960	533080	ニュースを振り返っていきたい と思います
533080	537520	パレスナ自治区ガザーデノー 地上進行を進めるイスラエル軍
537520	544080	は15日ガザシにあるシファ病院 で特定の場所で精密かつ目標を
544080	549400	絞った軍事策戦を実行中だと 明らかにしましたハマスガーは
549400	555360	強く否定していますただハマスガー の発表によりますと病院ではこれ
555360	562440	までに179人の遺体が埋葬された ということです
562440	568280	エペクアジア大平洋経済協力会議 首脳会議のためアメリカのバイレン
568280	574360	大統領と中国の習近平国家指摘 が14日サンフランシスコに到着
574360	581600	しました習主席のアメリカ法門 は6年ぶりで対立する米中が関係
581600	586920	安定化に向けて前進できるのか 注目されます
586920	594480	一方来年1月の台湾総統選に向け 最大野党の国民党と第三勢力の
594480	602200	民衆党が候補者を統一することに 合意したと発表しました
602200	609360	東京都内で開かれていたG7 主要7カ国の外省会合は8日2日間の
609360	615400	協議を終えて併卜しました 共同声明ではガザへの人道支援
615400	620640	を実施するためイスラエル軍と イスラム組織ハマスの先頭の
620640	626240	人道的停止を指示することが 盛り込まれました
626240	631680	また声明ではロシアのプーチン 政権から信仰を受けるウクライナ
631680	639160	への支援継続も強調しています 衆議院予算委員会の与野党
639160	645640	筆頭理事は政府の経済対策を 裏付ける2023年度補正予算案
645640	653200	に関し基礎総理と全閣僚が出席 する基本的質疑を来週21日通
653200	658200	うと22日水洋に行う日程レゴを 医しました
658200	664200	与野党の関係者が明らかにした ということです
664200	670040	沖縄県のアメリカ軍普天馬飛行場 の遺設先となる名古市への好奇
670040	675400	で見つかった南着地盤を巡り 沖縄県と国が争っている裁判
675400	681640	で県が配送しました 沖縄県の玉木でに一時が国が
681640	688120	提出した改良工事の設計変更申請 を不承認処分としたことを
688120	693560	国土交通大臣が取り消したことは 違法だとして不承認処分の効力
693560	699840	回復を求めていました 一方防衛省が辺野高機の3号を
699840	708640	一触する申請に対し沖縄県が出した 不承認処分を農林水産大臣が
708640	713560	取り消したことに対する裁判も 不効果交際なハシブで行われ
713560	721880	即日決進しました 大自民党の副田達尾元総務
721880	728200	会長は自身が所属する自民党の最大 派閥安倍派が会長を決めずに
728200	734800	集団指導体制を教えていることについて 違和感がないわけではないと述べました
734800	741880	派閥内にネズよく存在する集団 指導体制への意義が派閥創設者の
741880	746960	副田達尾元総理の孫から紛失した 格好です
746960	749360	以上です
754480	757240	はいということで岩本さん 気になったニュースはいかがでしょうか
757240	762040	はい私今広川クラブで安倍派制 和県を担当しているので
762040	768760	副田達尾元総務会長の違和感がない わけではないと述べたというニュースですかね
768760	772440	派閥の今トップが負財 複数に体制ということで
772440	775200	共和体制かっていう反応もあったりしましたけれども
775200	777480	今の空気感などはどうなんでしょうか
777480	783400	やっぱりですね いわゆる5人収ってよくニュースとかでも出ると思うんですけど
783400	788080	もともと1週期までに体制を決めると 言われてたわけですよね
788080	791440	にもかかわらず体制が決まらなかったところか
791440	797880	今回のこの秋の内閣改造でその5人収の役割がそのままだった
798040	802240	やっぱり成長会社 成長会社のまま長官のままということで
802240	807160	変わらなかったというのに疑問を持っている人が 実はかなりたくさんいるんですね
807160	812160	やはりその5人収なりもともとの既得権益遺総が
812160	815080	そのまま権限を握ってしまった形
815080	818840	これに対する不満というのはよく耳にします
818840	820680	これどうなんですか 次のリーダーが負財
820680	825600	あるいは安倍さんの残った異向で 何とかその罪についているということになるのか
825640	827720	それともう決めるということがなかなか難しい
827720	830920	あるいは何か動かすと今の質疑が壊れるなのか
830920	835120	どんな状況で今の体制が変わらない状況なんでしょうか
835120	837680	それは実は両方要因でして
837680	842040	やっぱり安倍元総理のやっぱりカリスマ性だったりとか
842040	844920	やっぱりそういった安倍さんに気に入られていたとか
844920	847680	そういったものもやっぱりあります
847680	850880	でも一方でやっぱりもともと100人で
850880	854640	ドイトウルさんがそれこそこういった体制に不満を
854640	856640	覚えたと話も関係者から聞くんですけど
856640	859040	やっぱり1人やめて99人になった
