start	end	text
30000	32260	地球の薬師對吧
40020	42060	時刻は6時になりました
42060	43420	こんばんは、尾木icksです
43420	45660	こんばんは、南部大ogyです
45660	49620	TV Standing Mikey Stationに生放送でお送りしてる尾木アイ trustees した
49620	51340	本週も宜しくお願いします
51340	53100	宜しくお願い致します
53100	55520	さて急に寒くなりましたけれども
55520	57260	あ…あっという間に いいですよ
57260	59300	手心っていうか
59300	62980	もうちょっと手加減をというか 馴染む時間を欲しいんだけど
62980	66460	いきなりですかって 地球にいたいですね
66460	68500	打半球にいたいですね そうですね
68500	74100	久しぶりに今度の土日私は日曜日か 2か月ぶりに休みの日曜日ということになったので
74100	77100	2か月ぶりですか ちょっと月休みがなかったので
77100	78940	お休みしてたので そうですよね
78940	81940	ゆっくりと 取材先も大忙しでしたもんね
81940	84460	行ったり行ったり行ったりという 加工だったんですけれども
84460	85980	たっぷりお休みいただきまして
85980	92100	皆さんはどんな週末だったでしょうか 私めの週末をちょっとご報告させていただこうかと
92100	95580	このオープニングテーマ曲に乗って ご機嫌な
95580	99460	もう最高な私 週末だったんですよ
99460	101300	人生最高の週末だった
101300	104820	土曜日がまず オートモー吉秀さん
104820	110260	このオープニングテーマ曲を 作曲してくださってる音楽家のオートモー吉秀さんが
110260	115900	音楽を担当している舞台 ネジ巻き取りクロニックル
115900	119260	これを東京芸術劇場で 見に行きまして
119260	120260	春木の
120260	123540	はい その村上春木さんの作品を
123540	127700	インバル・ピントさんが演出 振り付け 美術
127700	131300	そして 脚本と作詞が
131300	135180	藤田高弘さん マウムとジップシュー
135180	137940	国運の舞台を小さくと私 見に行きましたね
137940	139620	京町子さんの作の
139620	143740	その藤田さんが脚本作詞ということで
143740	145300	脚本演出が
145300	147140	アミール・クリガーさん
147140	149940	他 キャスト・モロモロ
149940	151380	ソンマーさん
151380	152700	渡辺大地さん
152700	153380	贅沢な
153380	154980	角脇麦さん
154980	157420	そして 何と
157420	160860	我らが北山陸観光協会の
160860	164380	菅原さんやこやった 吹き越しみつるさんが
164380	165260	目を奪われ
165260	166820	大豪かな
166820	168260	ものすごい
168260	169020	ものすごい
169020	170860	しかも大豪さん 名前演奏ですから
170860	171780	名前演奏なの?
171780	172620	そうなの
172620	174020	じゃあ 大豪さんが演奏する
174020	174700	そうそう
174700	178300	舞台で 半分ミュージカルっていう
178300	179620	演出のされ方なので
179620	182020	名前音を合っているっていう
182020	183860	すごかったです
183860	185900	それは贅沢ですね
185900	188260	その後 音楽トークションがあったりして
188260	190100	じゃあ トークもライブも演劇も
190100	190980	そうなんです
190980	193900	だから この方に
193900	195940	私たちのセッションのオープニングテーマを
195940	197620	作ってもらっているんだったな
197620	199460	っていうことを噛み締めながら
199460	201420	あまちゃんやらいだてんの思い出が
201420	203940	そんまとんのように駆け巡って今っていう
203940	205700	だだっと駆けてっていうことですね
205700	208180	そして加えて日曜日機能です
208180	209380	10月18日に
209380	210860	ヤフーニュースボイスインセッションで
210860	212940	ゲストにお越しいただきました
212940	217140	私の憧れの小島京子さんの
217140	218900	ZEP
218900	221300	ダイバーシティでのライブに
221300	222220	参加してきまして
222220	223660	今日ツアーティーシャツを
223660	226060	ツアーティーシャツ着てる
226060	227900	KKCP
227900	229100	90s
229100	230700	京子小泉クラブパーティー
230700	231820	90sって書かれてますね
231820	234100	最高でした
234100	235060	興奮さもやらぬ
235060	236060	ナムさんからのラインが
236060	237780	どとのように来まして
237780	238900	どとのように送りました
238900	240020	きっと来たな来たんだと
240020	240780	この熱量っていう
240780	241260	このこのほら
241260	243380	高年期でアセットの戦いの中
243380	245060	私は半価値を忘れ
245060	247060	なんてことだと思いましたが
247060	248820	全くそんなことを
248820	251300	脳裏によぎる暇もないくらい
251300	252900	すごい
252900	254740	キョンキョン
254740	255740	すごい
255740	257380	生歌ぎたのは初めてなんですよ
257380	258420	もう完全に没入してますね
258420	260260	チケット取れたことなかったんで
260260	262380	いやーもう
262380	263220	いいですね
263220	264780	いやでもさチケットってさ
264780	265540	普段からさ
265540	266380	なかなか
266380	267740	いろんなさ行きたいと思っても
267740	269500	これはもうやっぱり5円だから
269500	269900	あのね
269900	271180	先行予約とか
271180	272300	抽選とか私も
272300	273820	せっせっせっせと
273820	275180	自分で取るタイプ
275180	276740	ずーっとね他のライブとかもね
276740	278100	あのせっせっせっせとやっては
278100	279980	ダメだったとかよかったっていう中で
279980	281100	当選楽戦のお知らせを
281100	281940	チキサーにします
281940	283980	今週末キョンキョン行くんだっていうのも
283980	284780	先週
284780	285460	先週週くらいから
285460	286460	ずーっと言ってたよね
286460	287260	ずーっと言ってました
287260	288500	繰り返し繰り返し
288500	289540	もう分かったっていう
289540	291700	顔をチキサーにされましたけど
291700	292540	それでここで
292540	294740	小泉さんのライブに行った私がですね
