start	end	text
0	28560	自国はCになりましたTBSラジオキリセーションに生放送でお送りしている
28560	30960	フォギュイチクセッション、パーツなりきりのオギュイチクです。
30960	43200	南部広実です。ここからは山形放送、ニー型放送、北日本放送、北陸放送、福井放送、CBCラジオ、
43200	49880	岡山放送、宮崎放送でお聞きのみなさんもどうぞよろしくお願いいたします。
49880	52320	では、日替わりコメンテーターの登場です。
52320	55200	今夜の担当、ジャーナリストの北丸ゆうじさんです。
55200	56800	どうも久しぶりでございます。
56800	58800	よろしくお願いします。
58800	68120	北丸ゆうじさんは、毎日新聞で記者を務めた後、東京新聞に移られ、1993年にニューヨーク市局長に、
68120	75560	1996年に東京新聞を退社後もニューヨークにとどまり、フリーランスのジャーナリストとして、
75560	83040	大統領選挙や差別問題を抱えるアメリカ社会についてなど幅広い取材をなさってきました。
83040	88320	2018年に日本に帰国してからも同様に活動を続けられ、
88320	98720	所々、愛と差別と友情とLGBTQプラス、言葉で戦うアメリカの記録と内在する私たちの正体は、
98720	105240	記録国や人文対象、2022年で2位を受賞するなど話題となりました。
105240	109240	北丸さん、コロナの影響でニューヨークの行き機がなかなかできない?
109240	118120	前回言ったのが、2020年の大統領選挙トランプの東バイダの時でしたので、3年ぶりに1000月1ヶ月かニューヨーク行ってきました。
118120	124560	また来年、ちょうど同じ時期に2人トランプ選挙があるので、また1ヶ月ほど行ってくるつもりでおります。
124560	128560	すごい高くてね、物価が高くてもう死にそうです。
128560	129560	何がどれぐらいの価格だったの?
129560	133320	ラーメンは30ドルですから4500円なんですよ。
133320	139760	前までは2000円とか3000円とか言ってたんですが、それが今4500円ですけど、ドールが今150円ですからね。
139760	142960	もう死にそうでした、本当に。とんでもないですよ。
142960	148040	でも、物価上層に加えて、賃金がニューヨークの場合は19も高いですし、
148040	157520	115ドルとか、17ドルとかっていう、いろんな物価の値上がりとかっていうのは、賃金が上昇することによって文化があるっていうのが、
157520	162520	これが普通の社会のあり方なんですけど、日本の場合は物価が上がるけれども賃金が上がらない、下がると逆に。
162520	163520	追いつかないっていう。
163520	167040	そういうものがあるんでね、ちょっと闘策的なんだよね、これがね。
167040	168040	そうなんですよね。
168040	174040	先ほど音声では紹介しなかった場面で訳し出そうで、来年、さらい年と賃金を高まいて行っていたんですけど、
174040	177040	それに対して、野党議員がさらい年まで使うんですかと。
177040	182040	来年までじゃないんですかっていうことで、どうもこれ2年以上かけるスケジュールなのかっていうことで、
182040	184040	私ちょっとびっくりしてましたけどね。
184040	187040	新しい処処理がさっぱり新しく始まらないですよね。
187040	189040	スタートも切らないということですね。
189040	193040	さて、今日はまずは北丸さんと一緒にニュース振り返っていきたいと思います。
197040	200040	国会では、今日から衆議院予算委員会で、
200040	204040	3年度の補正予算案の実質的な審議が始まりました。
205040	209040	自民党の5つの破罰が、政治資金修士報告書に
209040	214040	パーティー研修入の一部を記載していなかった疑いがあることについて、
214040	218040	立憲民主党の泉代表らが追求。
218040	223040	騎士田総理は、自らが会長を務める騎士田派について、
223040	229040	指摘を受けて、修士報告書を訂正、対応したという報告を受けているなど、
230040	233040	着名に追われました。
234040	237040	自民党党公明党、国民民主党和郷、
237040	241040	旧統一協会の被害者救済に向けて、
241040	244040	解散命令請求を受けた宗教法人を対象に、
