start	end	text
0	30000	4月1日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜
30000	60000	日曜日の日曜日の日曜日
60000	90000	の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の
90000	120000	日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日曜日の日
120000	125000	パレッシュな自治政府のマリキ外称とも階段する予定です
127000	137000	岸田総理はフィリピンとマレーシアを訪問するため最初の訪問国フィリピンに到着しマルコス大統領と階段しました
138000	148000	東なかいと南しなかいで派遣的な動きを強める中国を念頭に安全保障協力の強化を図ると見られます
150000	161000	大阪の音楽イベントで韓国出身の女性アーティストDJ淑田さんが観客から挨拶被害を受けたと訴えている問題で
162000	169000	イベントの運営会社が観客に対する刑事告発を取り下げていたことが分かりました
170000	180000	告発していた3人からそれぞれ謝罪文を受け取り深く反省していることなどが確認されたとして謝罪を受け入れ
181000	185000	賠償を含まない形で若いが成立したということです
186000	194000	きょう午前静岡県伊豆の国市の路上で祭りの出しが応転し男性1人が死亡
195000	200000	小学生1人を含む18人が獣経賞を追いました
201000	211000	警察が詳しい原因などを調べていますが祭りで出しが回るのは4年ぶりで経験者が少なかったと見られます
212000	219000	おしまいに日本に住む南民や移民の実態や背景を知ってもらおうと
220000	228000	明日東京杉並区のかしわの宮公園で南民移民フェスト呼ばれるイベントが開かれます
229000	237000	またこのイベントでは南民や移民が作った食べ物や主芸品のチャリティ販売などを通して
237000	242000	日本の社会に参加する機会にしたいと主催者側は訴えています
243000	248000	この後はお知らせに続いて一つのテーマを掘り下げる特集メインセッションです
249000	252000	きょうは音声で振り返る臨時国会です
267000	270000	おそらくを歌い継ぐコーラスグループフォレスタ
271000	274000	年末恒例のコンサート今年はリクエストスペシャルで開催
275000	281000	事前のリクエストや公演当日の投票企画などフォレストファンと共に作る1日限りのステージです
282000	287000	PBSラジオ公演フォレスタコンサートリクエストスペシャルインブンキョウは
288000	292000	12月13日通応日ブンキョウシリックホール大ホールで開催
293000	295000	チケットは公表販売中
295000	297000	合わせはサンライズプロモーション東京
298000	300000	0570-00-3337
301000	304000	0570-00-3337
306000	309000	モードの提応ボス号日本初の大会古典
310000	315000	TBSラジオ公演イブサンローランテン時を超えるスタイル
316000	320000	特別共産サンローラン国立新美術館で開催中
320000	322000	イブサンローランの歴史
323000	325000	それはファッションの歴史
344000	348000	今夜は音声で振り返る臨時国会をお送りします
348000	351000	10月20日から始まった臨時国会
352000	355000	会期は12月13日までの55日間で
356000	358000	ぶっかだか対策
359000	362000	マイナンバーをめぐる政府の対応など
363000	365000	様々なランテンについて
366000	369000	与野党が議論をかわしています
370000	373000	また今週火曜日には東京高等区の区長が
373000	377000	公職選挙法違反の疑いで東京知県特総部から
378000	381000	家宅創作を受けた事件をめぐり
382000	385000	地元選出の駆沢美とホーム副大臣が
386000	389000	突如自任するという動きもありました
390000	393000	そこで今回はこれまでの臨時国会で
394000	396000	どんな議論があったのか
397000	400000	臨時国会序盤の山場、衆参の予算委員会を
400000	403000	音声とともに振り返ります
404000	407000	さっそくスタジオにはTVSラジオ国会担当
408000	411000	沢田大輝記者に入ってもらいました
412000	415000	どういったことが議論でかわされていたり
416000	419000	どういったやりとりが行われているのでしょうか
420000	423000	昨日記者総理が会見をした通り
424000	427000	経済対策というのは非常に大きなところになっています
427000	429000	気が挙げどうするのかという部分
430000	433000	それに合わせで現在をするということは
434000	437000	昨日記者総理の政策に先だって行われたのが
438000	441000	今日聞く予算委員会ということになります
442000	445000	予算委員会の前に本会議が行われた初心表明演説と
446000	449000	各党の代表質もここでは何か3回連呼するというのが
450000	453000	なぜかバズりましてバズったのかな
453000	456000	まずは記者さんが経済、経済、経済というふうに言っていくのに対して
