start	end	text
30000	36340	一緒にだと思う
39000	42400	時刻は6時に なりましたこんばんはお元気です
42400	44720	こんばんは南武広実です
44720	48360	tbsラジオギー成長に生放送で 贈りしているお元気セッション
48360	51140	よろしくお願いします よろしくお願いいたします
51140	55440	さてはい ということでオープニングでは毎日敦観と
55440	59480	聴観を読んでおりますけれども 読み比べをしたいなと思います
59480	66700	まずあの長官一面トップ書いていきましょう 毎日新聞一面トップ g 7人動的休止指示
66700	73840	ガザ戦闘に国家解決強調外省が共同成分を出したということですね 外省というのは外務大臣ということです
73840	80120	ただの先日アメリカがね3日間の停止戦を呼びかけたにもかかわらずイスラエル側が拒否していたことが分かった
80120	87120	あとにこうした人動的休止 g 7が訴えたとしてもあのイスラエル側がそれに応じる確率がとても低いわけですね
87120	96840	もちろんアメリカ一国に言われたら あれだけれども7カ国に言われればさすがにみたいな圧力を強化したという感覚として捉えられる可能性はゼロドーないかもしれませんが
96840	104480	今のところイスラエル側は交差者に対して反応しておらずなので そうしたような動きがどうなるかということが伝えられています
104480	111840	読みる新聞それからアサイ新聞についてはこんな記事がありました 読みる新聞一面トップは年内解散見送りへ
111840	121520	アサイ新聞は師匠年内解散見送りへということで それぞれ読みる新聞の方だとサブの見出しが師匠経済対策に専念
121520	128620	経済対策に専念したい菊田さんが今回解散をですねちょっと見送られたというような観光のタイトルになってるんですけど
128620	137160	アサイ新聞は指示定名経済に集中って書かれていてどうも指示力っていうか指示率が低下しているから なんか今勝てないなみたいな
137280	144600	そうした菊田さんのおまくは見えて取れるよねみたいなサブタイトルの透け方一つ取っても報道のトーンってなかわいですね
144600	153160	東京新聞一面トップは給料アップ理解得られるということで 首相6000、博業6000、4000円、月額でアップすることになるんだけれども
153160	162440	こうしたことについての理解は得られるのかどうか 私はあの賃上げとかね人々が公務員にね給料を上げるということ観光することこれ大事です
162440	170920	公務員の方々はストライキーとか歩きませんし 自ら賃上げというのを訴えることがなかなか難しい中でちゃんと挙げましょうっていうことを訴えることは大事だし
170920	178440	それを幅広い公務員を対象にすることはもちろん重要なんですね 一方で政治コミュニケーションというものは存在するので
178440	186680	こういうふうに挙げます 自分たちはこのタイミングでもらえますがこれについては皆さんご理解くださいというようなそういったアナウンスをすることもまた重要で
186680	197320	それが今問われているタイミングなのかなとは思いますね 日系新聞は落点証券に追加趣旨ということで水泊バイナンシャルグループの動きが紹介されております
197320	208680	で3件新聞は日中市の会へ日中市のアメリカで来週会談という動きが紹介されております 勇敢行きましょうかはい勇敢確信なんですけれども
208680	221320	朝日新聞一面とは野球熱高まる中国ということで中国で今野球の人気が高まってるんですね 元々中国ではサッカーやバスケットボールが人気で野球はマイナーっていう位置づけだったんですけれども
221320	232440	それが変わりつつあるよということで少年チームなど増え出るということです 夢理新聞は形状証券神範疑12.7兆円という財務省のデータを紹介しています
232440	242200	それから日経シームは主張年代換算を断念ということでしたいのにできなかった感が日経の記事の見出したとありますね 二人でますね
242200	252360	毎日新聞はgoogleマップに従い車転落死亡 家事検索端無き道へということであのgoogleマップに従って運転して転落をしてしまったもの
252360	262840	あの方のご遺族がgoogleに対して裁判を起こした こういったナビゲーションシステムとかも含めてそうした安全性や情報提供の責任というのが問われるよねということです
262840	270400	それそうですねあの自動運転についても議論が起きるでしょうし こうしたナビゲーションサービスについてもそうですよね
270400	279280	東京新聞は一面トップ日本対高齢者福祉学び合いということであの高齢者福祉のあり方について総合に学び合うような
279280	288680	そうしたようなやり取りというのが行われていますという事が紹介されておりました 各種様々なニュース取り扱ってましたけれどもやはり現実大きく応じられている
288680	297600	ガザーニュース今日は特集で取り入れたいと思います ではこの後最新のニュースをお伝えするデイリーニュースセッションです
297960	307440	ねー dbs ポットキャストの好きなところ10個行ってお笑いからニュースまで幅広い 客タイトル以上あの有名タレントも参加ここでしか聞けない番組がある
307440	313520	えっと過去のアーカイブが聞けるしかも無料 それから聞くと元気になる
313520	318800	あなたの好きがきっと見つかる dbs ポットキャストで検索
