start	end	text
30000	32340	堤羽から休止プロジェクト
33120	34740	おげえくっちキー
34980	36400	聡捨は厳しない
39940	40280	OUTING
40340	42080	遅刻は6時になりました
42240	43440	こんばんは桶介市區です
43640	45400	こんばんは商人呢
45660	46900	PBSラジオ机制省に
46900	48320	生放送でお送りしている
48360	49520	桶介市セッション
49660	51160	今夜もよろしくお願いします
51160	52460	よろしくお願いします
52700	54080	では今日の朝間と
54300	54840	幽観
55080	55660	なゆうかんの
55900	56800	読み比べから
56960	58920	出発はしていきたいと思います
58920	67920	まず今日の長官なんですけれども、各市一面何が扱われがちなのかというと、まずはガザのニュースが扱ってるところがいくつかありました。
67920	77920	三軒新聞は、EU、二国家共存目指す中東和平戦闘中断訴えというのは少しだけ字が一面に乗っておりました。
77920	85920	その他がガザについて扱われているのは、毎日新聞の左肩、ガザ中心部信仰へという記事が乗ってきました。
85920	92920	こうした信仰の状況を伝える記事がいくつか一面に乗りがちな状況の一方で、例えば毎日新聞一面トップ、
92920	101920	旧統一協会責任否定、昨日の記者会というのを受けて、なるほど、あの会見というのは責任を否定する会見なんだというふうに毎日新聞は要約したということなんですね。
101920	112920	一方で旧朝日新聞、旧統一協会会長、カッコつきおわび、ただし全てが被害とは言えない、謝罪は否定という、そうした見出しになっていました。
112920	118920	おわびだが謝罪ではないという非常に不思議な状況ではあるんですが、そうしたようなことが取り上げられていますね。
118920	133920	日系新聞一面トップは、中国各開発に転用化、日米王が規制の工作機械63件、本社調査ということで、日系新聞の調査報道によると各国が規制している機械が中国の中で転用されていて、
133920	138920	各の開発のために要されているのではないかということが取り上げられています。
138920	149920	東京新聞一面トップは、子育て支援、誰でも通言、モデル事業、保育士の確保自治体何代ということで、いるな自治体なのかで今その保育支援をするためのサービスを行っているんですが、
149920	157920	そもそも保育士を含めた職員の確保などに大きな課題を抱えている自治体が多かったよということなんですね。
157920	168920	なので、具体的な基準を設けて誰でもできるようなことを目指しましょう、BIFにやってはいるものの具体的な人材不足、そうした人たちを確保するものというのは困難になっており、
168920	175920	そもそも給料をしっかり払うとか、人材育成をするとか、いろんなことが必要なんだということが紹介されていました。
175920	185920	今は長官の流れですね、誘官なんですが、日経新聞、ガザシ中心部に進行、イスラエル軍市民2450人不明、
185920	193920	読める新聞、イスメントップは、イスラエル軍、ガザシ中心部到達、ネタニア不死、低選王子の姿勢ということが紹介されました。
193920	202920	この低選王子の姿勢というのは、アメリカのバイデン大統領が6日に電話書いたんして、戦術的な戦闘の中断を定期していたんですって。
202920	209920	ところが、それは3日間の戦闘中断を要求したんですけれども、それは3日間の戦闘中断というけれども、
209920	216920	それは低選だというふうに、イスラエル側のネタニア不死症が介して、難職を示して断っているということなんです。
216920	221920	アメリカは国連などにおいて、急戦なのか低戦なのかということを巡って、
221920	228920	すごく限定的な人道的低戦というふうに、しぼったしかないと提案しましょうという方向で、国際世論をリードしているわけですけれども、
228920	235920	3日間の低戦というところですら、提案してもネタニア不死症がこばむという、そういった状況にあって、
235920	243920	国際者間に対して低戦か急戦かで論理交換をしているような状況というのも、ただま足分になっているだけじゃないかと。
243920	250920	どうせこままれるのであればより強いメッセージを出して、実行的に止めるためにはどういった下が可能なのかということも検討する。
250920	258920	それが本当に必要ですね、まさに国も早くて、一国とまた一人、また数千人となくなっていく状況があるわけです。
258920	260920	浅井新聞見てみましょう。
260920	267920	三馬小ぶり温暖化の影ということで、三馬がいろんな変化をしておりまして、まず魚角量が減っています。
267920	269920	それから小ぶりになっています。
269920	279920	そして、秋に取れなくなっていますということで、今後三馬は冬の味覚となって、しかも小ぶりになってしかも食べられなくなるのではないかということが紹介されています。
279920	289920	みんなのこういった魚角高については制限をするとか、そもそも管理するとか、いろんなことを議論されているんだけれども、実行には至っておらずで通していこうかということが取り上げられています。
289920	291920	毎日新聞です。
291920	306920	アート通事、共同作業、見える人、見えない人、一緒に干渉ということで、美術館に視覚に障害がある方と、視覚が政治に見れるという方がそれぞれともに歩いて、自分は視覚を頼りにします。
306920	319920	今、視覚以外で干渉しますという方が言葉を交換しながら、目の前にある絵というもの、絵画などについて、絵を押しながら作品を干渉する味場という、そうした体験を紹介しています。
319920	332920	東京新聞は、フランスで和菓子の夢。フランス北東部の都市において、和菓子専門店を開場したフランスの女性職員の方がいらっしゃる、職人の方がいらっしゃる。
332920	345920	和菓子を占めたいということで、日本で実際に和菓子に出会って、和菓子についていろいろと学んで、東京都がモデルでシールをして、実際に作られた和菓子がこちらということで差し戻っているんですけど、まあ美しい。
345920	350920	わーカラフルー。また独自の解釈が入っている和菓子ですね。
350920	355920	そうです。スタンダードのものから、あるいはされているものまで、スタイリッシュということです。
356920	365920	総務省の家計調査によると、今和菓子の家計出は伸び悩んでいて、和菓子が増えている一方、和菓子は横売若干減っているかな?みたいな学校で、
365920	373920	その中々日本の需要は甘くないって書かれていて、ダジャレですね。甘くない現実って書かれているわけですけれども、
373920	379920	ただ欧米観光局には、むしろ和菓子というのは人気があったりする中で、インバウンとか様々な変更の中で、
379920	386920	その存在を知ってもらうのか、味わい方も含めて、今課題だということが紹介されておりました。
386920	391920	ニュース率は是非味わってもらいたいし、チキさんは和菓子よく食べるんですよね。
391920	394920	はい、和菓子好きです。大体いい症がある。
394920	399920	白和菓子とか包んだものにはずらないですけれども、そうしてもねじっくりと装着したいと思いますが、
399920	403920	今日はニュースで国会の動きなどをしっかりと試しめたいと思います。
403920	407920	ではこの後、冊子のニュースをお伝えするデイリーニューセッションです。
410920	412920	おぎゅうえちき
413920	415920	サッション
416920	423920	自社の製品が思うように広まらないSNSを活用した企画を立てたいとお悩みのあなた。
423920	431920	TBSラジオでは、音声コンペンツを活用したPodcastやSNSなど様々な企画であなたのニーズにきっちりお答え。
431920	436920	資料は無料でダウンロードできます。TBSラジオ営業サイトで検索。
437920	445920	この時間は毎日新聞社日本財欄の提供でお送りします。
