start	end	text
0	11640	6月30日金曜日時刻は10時になりましたこんばんはライターの竹田さてつです 待ちに待ったプレミアムフライデーやってまいりましたね
11640	19480	今日30日は月の最終日ですけれどもこの最終日がプレミアムフライデーになるのは 次はですね来年の5月ですから
19480	28000	今日はもうプレミアムフライデーの中でもプレミアムなフライデーという自覚を持ってあと2時間 過ごしてほしいなというふうに思いますけれども
28000	41800	プレミアムフライデーの公式サイトが消えて経済産業所のサイトの中にちょこっと紹介されるだけになって もう数ヶ月が経ちますけれども残されたページでどういうプレキが推奨されてるかというのを紹介しておくとですね
41800	49120	大切な人という方からゆっくりアーリーディナー 平日昼間にゆったり贅沢ゴゴブラショッピング
49120	55960	平日昼間に好きな町をアフタヌー町歩き 昼からたっぷりアフタースリーエンタメを楽しもう
55960	64800	家族揃って料理作ってゴゴパーしようというふうに書いてありますね ゴゴブラアフタヌー町歩きアフタースリーエンタメ
64800	71480	ゴゴパーなど決して定着してないフレーズを 力強く使っているところに意気込みを感じますけれども
71480	78360	ゴゴブラとアフタヌー町歩きの違いは一体何なのかとかですね 早速疑問が浮上してくるところもありますけど
78360	86560	いずれにせよ今後の動きを中止して引き続き 計算しよう側からのお声書きをお待ちしております
86560	94560	今週はあの火曜から目標まで3日間福岡に行っておりまして 初日にブックスキューブリックという書店でトークイベントをやって
94560	103120	翌日は町をブラブラしてまさにゴゴブラアフタヌー町歩きをしてですね 昨日目曜日は午前と午後一回ずつ
103120	109560	福岡の北九州にある2つの中学校高校で公演会をするというお仕事がありました
109560	117040	ブックスキューブリックブックスキューブリックにはですねあの本当にたくさんのお客さんがお越し下さって数週間前にこの
117040	126840	スタジオに宮前という横身を送ってくださったリスナーさんにもお会いできたり 非常に楽しい一時だったんですけど個人的に昨日目曜日がなかなか振動一日になりまして
126840	136640	それは学生たちが熱心に聞いてくれなかったとかそういうことではなくてその前日の夜に ちょっとあの調子に乗って持つ鍋をたくさん食べたことが原因なのか
136640	145640	あるいはゴーブラーアフターの町歩きの間にアイス食べたり冷たいものガブ飲みしたことが原因なのか お腹の調子が非常に悪くなりましてね
145640	153560	自分はめったにお腹の調子が悪くなることはないんですけどあることか2つの学校で公演する日にお腹の調子が異常な状態になるという
153560	163000	最悪の状態になりましたこういうラジオ番組ですとお腹の調子が悪くなってもcm中に急いで行ったりとか 曲を中身にかけてもらったりとか
163000	176000	何とかいろんな方法があるんですけれどもダンの上の高い位置から学生の皆さんに向けて1時間話し続けると しかもこのくそはつい日なのに会場にクーラーはなしということになりますともう本当に
176000	184480	汗だくになりながらお腹の痛みに耐えてそれでも息要用と話し続けなければいけないということでもう3月気味になってしまう
184480	191600	あの公演会というのは僕は日頃あまり引き受けないようにしてましてなぜってなんかこう一方的に話すのはどうも得らそうだし
191600	199480	こう一方通行に何が知らないっていうのが理由なんですけど今回は知り合いの編集者から声かけられてしかも自分が住んでる東京じゃない
199480	208280	学生さんに会えるそういう機会だってこともあっていきますってことになったんですけどお腹のお腹の状態との戦いを知られる一日になりまして
208280	215240	まあ自分が学生の頃あの同じようになんだかよくわかんない人が公演会にやってきてなんだかよくわかんない話してるなぁと
215240	220520	なんだか情説に話してるけど早く終わんないかなと思ってましたけどまあ昨日は自分で話しておきながら
220520	228800	早く終わんないかな自分の話っていうふうに思うっていうねなかなか厳しい状況だったんですけどまあ何度かの強烈な痛みに襲われながら
228800	235800	2度の公演を無事に終えました終わったと思わずも編集者に歩み寄って僕今日頑張りましたよねっていうふうに
235800	243240	を褒めてもらえに行くことでありましたけれどもまあ普通あのこの手の公演会は話す人は立って話すのが一般的ですけど
243240	250520	2つ目の学校ではあのお腹の状態がまずい自分のために一数用意してもらってね先生方は何であの人は立って話さないんだろう
250520	257720	っていうふうに思ったかもしれないですけど突然の劇通に少しでも耐えるためだったということなんですね
257720	265400	あのお邪魔した学校の生徒のうち数人はまあ昨日話に来たあいつのラジオでも聞いてみるかっていうことでこのラジオ聞いてくれていると
265400	273680	信じておりますけど午前中にお邪魔した西南女学院中学校高等学校の皆さん午後にお邪魔したですね
273680	282240	福岡県立行くと不感中学校高校生の皆さん実は私は昨日突発的な便意と戦いながら話をしていたと
282240	289520	まあ来週友達にあったらですね先週公演してたあの人結構中が大変だったらしいよとそんな中あの人よく頑張ってたと思うよ
289520	298160	というふうにね甘めに再転をしてほしいなというふうに思っております までもあのお学生の皆さんとても集中して聞いてくださってとても嬉しかったんですが
298160	306880	まあ公演会場に行くまでこう教室を通りかかるとですねあの掃除の時なんかにあの机を動かす時に大きな音が出ないように
306880	313680	あの机の足のところにテニスボールはめ込んであるって様子見てまだこれやってるんだとまだこれ現在なんだってことで
313680	321840	妙に感動したりあの生徒とすれ違うために生徒が大きな声でこんにちはっていう風に言ってくれてこんなに素直な姿勢
321840	329040	自分はいつ失ってしまったんだろうと思った直後にまあそんな姿勢別に当時から自分にはなかったなというふうに思い出したり
329040	337440	まあ色々と感じるところが多くてお腹が痛かった以外はとてもいい時間になりました ありがとうございました
337440	345200	さてですね今週もまさまざまなニュースがありましたけれどもこの番組でもあの何度か研究してきましたけれどもあの
345200	352080	明治人物外演の再開発について罰災が開始されるのではないかというニュースがありました
