start	end	text
0	23340	بهし twisted
23340	26920	事故か4時に ないました
26920	29720	一曲の音楽に人柄をお届けしている
29720	33560	トギー1期セッションパース3期のおぎゅうちきです 南部広みです
33560	43160	今日は特別編成のためtbsラジオでは8時までの放送となります ここで7時代日が割りコメンテーターの登場
43160	49720	本日の担当は映像ディレクターのカミネリオヘンさんです よろしくお願い致しますよろしくお願いします
49720	55420	始めましてですねはい カミネリオヘンさんは東京都のご出身です
55420	64300	2011年にテレビ東京に入社 カミネさんが制作した世界各地の危険地帯で食体験をする
64300	76660	ハイパーハードボイルドグルメリポートシリーズは映像のみならずポトキャスト 書籍マンガと様々なメディア展開がされまして注目なされましたね
76660	94060	2022年にテレビ東京を退社された後はニューヨークに拠点を写して活動中 またtbsラジオではポッドキャスト番組カミネリオヘーニューヨークご致走長がおとといから配信スタートしているほか小説
94060	104780	無残録が機能講談者より発売されました カミネさんのもともと映像の仕事を流れてますけれども音声メディアポッドキャストの含めて音声メディアにこう
104780	109540	かかわられて音声メディアの可能性とか という状態はどう感じになってますか
109540	121540	すごい作り手としても面白いしリスナーとしても面白いなとはすごく思っていて まず僕みたいな取材スタイルだとカメラが邪魔だなという経験を何度もしているもんですから
121540	131300	例えば平気地に行く時にバッテリー大量に持たなきゃいけないとか あとは被写体の構え方もレコード当てに持ってるだけとカメラ向けられるのでは全然違いますから
131300	138580	引き出せる言葉の質や量も違うもんで 音声の可能性というのがそういう意味でもすごく感じていますし
138580	146620	聞き手としてもやっぱり没入感が映像よりもあるような気がするんですよね 映像だったらやっぱりモニターっていうのが絶対的にあって自分とは
146620	150100	観察する側みたいな 自分と全然違う世界
150100	159580	明らかに線がいく引かれてるっていう感覚があると思うんですけど 音声メディアだとこの学に直できますからあまりそこの境界を感じずにするかなとは思います
159580	166700	確かにカメラの度があるとその物理的な重みだけではなくて その心理的な距離感をどうしてもその撮影の時も感じてしまう
166700	173500	で今取らせてもらっていいですかって言って膝をセットするのもちょっと大変だし あと取られてるってなった時にトルガを取られる側みたいな
