start	end	text
30000	33000	シンガタグユースプロジェクト
40000	42000	時刻は6時になりました
42000	44000	こんばんは、オゲイチケです
44000	46000	こんばんは、南部ひろみです
46000	48000	TBSラジオキリセーションに
48000	50000	生放送でお送りしているオゲイチクッション
50000	52000	今夜もよろしくお願いします
52000	54000	よろしくお願い致します
54000	56000	さてということで、まずは今日の新聞を紹介するところから
56000	58000	紹介したいと思います
58000	60000	今日の新聞で、召喚有感を地域さんに
60000	62000	紹介していただいています
62000	64000	はい、さて今日は
64000	66000	昨日から今日にかけて
66000	68000	どんなニュースが動いていたのか
68000	70000	ということで紹介したいと思うんですが
70000	72000	今日はですね、一面トップ
72000	74000	それぞれ召喚の記事が異なりました
74000	76000	日系新聞は、非製造業
76000	78000	15年ぶり、逆転
78000	80000	延安や生産回復という
80000	82000	製造業の情報修正
82000	84000	情報稿に
84000	86000	損益が伸びているよという
86000	88000	と思います
88000	90000	読売新聞
90000	92000	EV補助、普及策も評価
92000	94000	ということで、電気自動車の普及策
94000	96000	というものがある程度
96000	98000	浸透してきているところを含めて
98000	100000	これからさらに促していくことで
100000	102000	業界全体を底上げしていこうと
102000	104000	こういった電気自動車が普及することによって
104000	106000	具体的なクリニーエネルギー化
106000	108000	とかいろいろなものを期待できる
108000	110000	というようなことで補助がつけられているんですけれども
110000	112000	その進捗が紹介されているということですね
112000	114000	最新部一面トップは
114000	116000	チャットGPT職業に
116000	118000	性別偏見ということで
118000	120000	チャットGPT対話型生成AIですけれども
120000	122000	その中でやり取りを重ねる中で
122000	124000	のも全体的なバイアスというのが
124000	126000	AIにもあるということが分かったと
126000	128000	例えば職業などについて聞くと
128000	130000	男性的とされる職業は
130000	132000	うちを飛行し
132000	134000	女性的とされるのは看護師みたいな
134000	136000	一定の傾向みたいなものを持った
136000	138000	折り込んだ回答してしまうということが
138000	140000	見えたので
140000	142000	こうした差別なき偏見だけAIというのが
142000	144000	今後課題ではないということが
144000	146000	紹介されています
146000	148000	その左側に
148000	150000	岸田内閣市立のアサイ新聞による
150000	152000	世論調査の結果が紹介されています
152000	154000	その結果最低25%ということで
154000	156000	前回の29%よりも
156000	158000	さらに下落したということが
158000	160000	取り入れられているんですね
160000	162000	これに対して
162000	164000	岸田政権側は何をやったらダメだとか
164000	166000	何もダメなことをやっていないのとか
166000	168000	そうしたことが
168000	170000	今ちきさんがペラッと開いた裏側に
170000	171000	やっても
171000	172000	主張離れ何をやってもって
172000	174000	っていうタイトルが見えて
174000	175000	そうですね
175000	176000	政権側はめっちゃ良いことをしている何か
176000	178000	を出しているんですけれども
178000	179000	これに対して
179000	180000	世論の回答は
180000	182000	現在や給付について
182000	184000	評価をせずが68%
184000	185000	つまりやっていることが
185000	187000	絡まわりというような回答になっているということですね
187000	188000	届いてない
188000	189000	受け止められてない
189000	190000	ということですね
190000	192000	適切に把握されているからこそ
192000	194000	その経済政策じゃないんだけどな
194000	196000	っていう質望感も
196000	198000	あるのかなという感じは
198000	199000	あります
199000	201000	参計新聞一メートルは
201000	203000	食料は水と
203000	204000	二酸湖の木の実
204000	205000	ラファ県門所
205000	207000	ガザ避難民の必要な声
207000	208000	ということで
208000	209000	ガザで
209000	211000	逃げ惑動人々の生活実態について
211000	212000	密着をした記事というのが
212000	213000	大きく
213000	214000	紹介されていました
214000	215000	その左側
215000	216000	アルゼンチン大統領に
216000	217000	ウファミレイシー
217000	218000	という記事が載っておりまして
218000	219000	こちらが
219000	221000	なかなかなアナーキストで
221000	222000	今ある省庁を次々と
222000	223000	解体するということなど
223000	225000	発表したりしているわけですね
225000	226000	そうするとこれ
226000	227000	右左という話だけではなく
227000	229000	政治の定をなしていくのか
229000	230000	ということも
230000	232000	前のサハの政権だって
232000	233000	いろいろ問題あったわけですけれども
233000	234000	その後に持続的な問題
234000	235000	というものを
235000	236000	指摘されているということになります
236000	237000	アルゼンチン
237000	238000	はい
238000	239000	東京新聞一メートルは
239000	240000	続く悪意
240000	241000	争い終わらずということで
241000	242000	東京池袋の
242000	244000	乗用者暴走事項によって
244000	245000	被害を受けた
245000	246000	遺族の方に
246000	247000	今でも
247000	249000	被暴中傷というのは届くと
249000	250000	こういった目に
250000	251000	なぜ合わなくてはいけないのか
251000	252000	というのを
252000	254000	インタビューに答えているんですけれども
254000	256000	やっぱり被暴中傷はよくない
256000	257000	ことを発信するだけではなくて
257000	258000	被暴中傷を
258000	259000	なるべく即座に
259000	260000	対応できるような
260000	261000	これこそ
261000	262000	もう
262000	263000	ネット上でね
263000	264000	クレマがビンビン
264000	265000	スピード弾で
265000	266000	走っているような
266000	267000	状況になってるわけじゃないですか
267000	268000	そうするとそうしたものに対して
268000	269000	直ちに
269000	270000	切符を切るではないけれども
270000	271000	よりスピードに
271000	273000	対応できるような制度も必要なのか
273000	274000	あるいは被暴中傷を
274000	275000	止めた目の
275000	276000	どういった制度が必要なのか
276000	277000	そうしたことを
277000	278000	考えさせられるような
278000	279000	感じでした
279000	280000	そうですね
280000	281000	1つ気になる記事を
281000	282000	長官から
282000	283000	ピックアップしましょう
283000	284000	毎日新聞に
284000	285000	こういった記事が
285000	286000	載っております
286000	287000	はい
287000	288000	F1は
288000	290000	無知うち92%体験
290000	291000	元2世新者ら
291000	292000	560人調査
292000	293000	という記事が
293000	294000	載っておりました
294000	295000	F1の商人の
295000	296000	2世新者らを
296000	297000	支援している弁護団が
297000	298000	発表したもので
298000	299000	実際に多くの人たちが
299000	300000	対罰
300000	301000	虐待
301000	302000	ひどい
302000	303000	掲示罰になっても
303000	304000	おかしくないような
304000	305000	無恋恋というものを
305000	306000	家族などから
306000	307000	受けていたということが
307000	308000	回答されている
308000	309000	ということです
309000	310000	その左側
310000	311000	旧統一協会
311000	312000	未公開ビル
312000	313000	土地
313000	314000	水定額
314000	315000	5億円長
315000	316000	ということで
316000	317000	毎日新聞の調査で
317000	318000	そうした土地の
318000	319000	所有というものが
319000	320000	明らかになった
320000	321000	ということが
321000	322000	紹介されていました
322000	323000	さまざまな
323000	324000	こうした実態が
324000	325000	測った上で
325000	326000	各
326000	327000	政党
327000	328000	今
328000	329000	各というか
329000	330000	政権は1個だけでも
330000	331000	政権がしっかりと
331000	332000	宗教団体なのに
332000	333000	いろいろな
333000	334000	法人法を使った上での
334000	335000	いろいろな
335000	336000	問題行為に
336000	337000	使ったりして
337000	338000	しっかりと
338000	339000	介入できるかどうか
339000	340000	立法できるかどうか
340000	341000	などが
342000	343000	国会では
343000	344000	宗教法人に
344000	345000	関する議論が
345000	346000	なされているんですが
346000	347000	さて踏み込んだ議論
347000	348000	になっているのか
348000	349000	ということですね
349000	350000	ゆうかも
350000	351000	各市
351000	352000	バルバラの基人
352000	353000	一面トップ
353000	354000	個性あふれるもの
354000	355000	になっておりまして
355000	356000	東京新聞では
356000	357000	ジェンダーに着目を
357000	358000	こうした一面トップ
358000	359000	下界もっと
359000	360000	女性を
360000	361000	という記事がある
361000	362000	一方で
362000	363000	日系新聞は
