start	end	text
30000	32000	今夜もよろしくお願いします。
32000	34000	よろしくお願い致します。
34000	38000	それでは早速、今日の長寒夕寒の弓比べから始めていきたいと思います。
38000	39000	お願いします。
39000	42000	今日の長寒夕寒の弓比べから始めていきたいと思います。
42000	43000	お願い致します。
43000	46000	今日の長寒夕寒の弓比べから始めていきたいと思います。
46000	47000	お願い致します。
47000	48000	こんにちは。
48000	49000	こんにちは。
49000	50000	こんにちは。
50000	51000	こんにちは。
51000	52000	こんにちは。
52000	53000	こんにちは。
53000	54000	こんにちは。
54000	55000	こんにちは。
55000	56000	こんにちは。
56000	57000	こんにちは。
57000	58000	こんにちは。
58000	59000	こんにちは。
59000	64000	今日の長寒一面トップを飾りがちだったのは、何と言っても米中の話です。
64000	67000	中の階段機能をね行われましたね。
67000	72000	日本経済新聞、米中、衝突回避を優先という記事が一面トップ。
72000	76000	ユミリ新聞、米中、国防対話再開へという記事が一面トップ。
76000	81000	毎日新聞は、国防対話再開、米中合意という記事でした。
81000	85000	世界が動いている大きな中で、緊張だけは緩和しようと。
85000	87720	具体的な有効関係とまではいかなかったとしても
87720	89860	一戦超えないようにしようねということを
89860	92560	習近平、バイデン、双方が確認した
92560	94720	そのアクシュの様子とかそうしたものが写真として
94720	95920	撮れられておりまして
95920	98040	その象徴的な意義は大きいということで
98040	99320	隠し取り上げてみます
99320	104000	で、これとはまた別に一面トップになっていたものというのがありまして
104000	105000	それは何かというと
105000	109320	アサイ新聞、かきざわ議員配修の疑いという議員なんですね
109320	110800	あの記事なんですね
110800	114000	この記事の段階ではかきざわ議員になってるんですけれども
114000	115800	前まで副大臣だったんですよ
115800	120400	だからこれ現職の副大臣が知見の操作、家宅操作を起きて
120400	122160	しかも売集までしていた
122160	125040	一番最初の処方の段階で疑いというのは
125040	128960	具体的な区長選挙のさなかにおいて
128960	131840	インターネットどうか広告を通じて
131840	135480	公職選挙法を違反になったということを言ってましたよね
135480	137240	その時に質問された点については
137240	139720	それが違法だということは後で知ったんだというのは
139720	141880	そうしたことを述べてたわけですね
141880	148400	それ自体がフォーム副大臣をして適切なのか
148400	150320	というところは追求されたんですけれども
150320	151560	それだけではなくて
151560	155000	区議屋にお金を提供していた
155000	159480	現金を提供していたというふうに提供申し出ていた
159480	161120	というふうに取り上げられていて
161120	162720	こっちは土属級でアウトじゃないか
162720	164360	ということになるわけですよね
164360	166960	もちろん今までのお金のりの配り方で言うと
166960	169480	選挙期間中に配るとアウトだけど
169480	171720	そうじゃないとなんとなく人中見舞いだの
171720	174280	なんだのなんだのっていうことで
174280	176400	政治式に帰省法とか他の法律の中で
176400	178040	すいません適切に処理してなかったんで
178040	179800	後で書きましたみたいな格好で
179800	181520	スルーされることが多いんですが
181520	184640	それだけしかし慣れちゃいかんですね
184640	187200	一面トップになるぐらいの出来事だよなと思いますよね
187200	188720	現職の副大臣が
188720	189800	そうなんです
189800	190920	疑惑わっていうことで
190920	192160	このあたりね
192160	193720	適材適所といった政典の
193720	196920	政典の問われるという格好ですね
196920	198440	参計支援一面トップは
198440	200920	交際費の存金扱い増額
200920	203600	政府予等が検討ということで
203600	207640	色々交際費として使われる資金の計算式を
207640	209080	少し変えることなのによって
209080	210520	税負担を下げることを
210520	212040	政府が検討しているという
212040	214040	そういった記事ですね
214040	215240	一方で東京新聞
215240	218040	貧困ビジネス相談急増ということで
218040	219640	物件を紹介しつつ
219640	222400	生活動向から高額な手数量を取ることによって
222400	225440	貧困者を押して作施するという
225440	227040	そうしたようなビジネスというのが
227040	228640	都内だけではなくて首都圏などで
228640	230520	広がっている昨年の5倍ですよ
230520	233320	ということが紹介されておりまして
233320	236040	当然これにはコロナ以後の色々な影響点も
236040	237840	あったりすると指摘されているんですが
237840	240560	こうしたのことが取り扱われているということです
240560	241840	など貧困対策とか
241840	243400	この負荷対策の話も
243400	245640	大きく取り扱われていましたね
245640	247240	でも勇敢行きましょうか
247240	249200	勇敢はですね
249200	253320	日系新聞は日中戦略的5系を再確認
253320	254920	5系というのは互いに
254920	257280	恵みを与えると書いて5系ですね
257280	259120	日本側としては処理水の問題日で
259120	261760	解決を目指すんだというふうに言っておりました
261760	263440	これは日系新聞なんですが
263440	266200	残り4日は一言で言い表せます
266200	268880	毎日朝日読み売り東京新聞
268880	270680	一面トップはこの方
270680	273400	大谷MVPということですね
273400	274400	もう写真ドーン
274400	275960	はい大谷さん写真ドーン
275960	277360	大谷さんという格好で
277360	278960	それぞれがどんな大谷さんの写真を
278960	281080	載せるかによっての違いはあるんだけれども
281080	282880	はい色々と新聞は
282880	284440	大谷フィーバーということになっておりました
284440	285840	二度目
285840	287120	そんな中は一面の中で
287120	289120	気になったけし東京新聞一面トップ
289120	291080	大谷二度目MVPということで
291080	293080	こちらも大谷さんが一位なんですけれども
293080	294080	一位じゃないけど
294080	296360	トップ一面トップ一面なんですけれども
296360	298400	その左側はこういった記事がありました
298400	300640	私には在留資格がありません
300640	303200	でも夢がありますということで
303200	305320	仮方面の子どもたちによる
305320	306760	絵画の作文典というのが
306760	308880	18日から都内で開かれる
308880	310840	それを在留資格がない子どもたちに
310840	312080	私の夢ということです
312080	314520	作文を書いてもらうということなんですね
314520	317280	中東出身の高校1年生の女性は
317280	320040	私は当たり前のことができない状況で苦しい
320040	322560	私の存在が日本からなくなっている
322560	324000	というふうに書かれたり
324000	326200	あるいは両親ともアフリカの出身である
326200	328200	小学6年生の少女は
328200	330200	白衣の絵を描いて
330200	332920	今は両親とも働いていないため将来が不安
332920	334360	高校や大学に行きたいけど
334360	335960	確率はすごく低いです
335960	337080	というのを描きながらも
337080	338480	いずれその医者になりたいと
338480	339840	というのを伸べている
339840	341240	また一人の子は
341240	343960	金バッチを胸に描いた
343960	346000	金バッチでの弁護士バッチですね
346000	348400	みんなを助けるため弁護士をやりたい
348400	350840	最初にお父さんお母さんを助ける
350840	353080	というふうに書かれているということです
353080	354960	これは弁護士勇者ボランティア団体の
354960	356960	ボンドが開催したもので
356960	359560	これに対して小前知恵弁護士が
359560	361920	難しい教育に生きる子どもたちに
361920	364680	私の夢をテーマに作品を提出してもらうのは
364680	366280	残酷かと思ったが
366280	368280	作品を見た日本の市民の人たちが
368280	369720	彼らの夢が叶うよう
369720	371480	きっと力を貸してくださるという
371480	373120	祈りを込めたというふうに
373120	375040	乗めていらっしゃいました
375040	376360	こうした記事を通じて
376360	378560	実際にこの社会で暮らす人々の姿
378560	380360	というものが少しでも伝わるように
380360	382000	ということが伝わってきます
382000	384040	なおかつこの各市
384040	386280	一面に大谷小平さんの写真が
386280	387480	ドンドンドンって乗る中
387480	388560	東京新聞は
388560	391400	この大谷小平選手の写真と
391400	392880	子供が描いたイラストが
392880	394720	一面にドンドンと並んで
394720	396120	紹介されているんですね
396120	398000	大谷選手は日本の小学生たちに
398000	399000	グラブを配って
399000	399800	全国のね
399800	400800	一緒に焼きやろうぜ
400800	403720	右と左のグループですね
403720	406080	東京新聞としてはこの子供たちに対して
406080	407600	一緒に暮らせるようにしたいぜ
407600	408520	手には指かけていると
408520	409840	すごいメッセージが
409840	411760	描いてくる使命ですね
411760	412720	明日からでしたっけ
412720	413560	その作文ってね
413560	417320	18日から文教区の
417320	419760	クリーツ大塚地域活動センターで
419760	421280	開かれるということです
421280	422720	ということが書かれていました
422720	424480	さて各市紹介してきましたけれども
424480	425560	大きく取り預かれていた
425560	427200	国防対話の動きなどありましたね
427200	428200	米中の話
428200	430560	このあたりはニュースで取り扱っていきたいと思います
430560	432320	この後最新のニュースをお伝えする
432320	433560	ベイリーニューステーションです
457200	459640	どんなデジタルの成功告メニューが豊富
459640	462080	TBSラジオ営業で検索
463600	465720	この時間は
465720	467760	毎日新聞社
467760	470760	日本財団の提供でお送りします
487200	492480	ここからは最新のニュースをお送りする
492480	493600	ベイリーニューステーション
493600	496600	まずはこちらのニュースからです
496600	500640	水産物の輸入禁止鉄売を要求
500640	504600	日中首脳会談
504600	505960	アメリカを訪問中の
505960	507920	基した総理は16日
507920	510360	中国の習近平国家指摘と
510360	511840	サンフランシスコで
511840	515680	およそ1時間に及ぶ会談を行いました
515680	519720	両首脳は共通の課題で協力を目指す
519720	524640	戦略的5系関係の推進を再確認
524640	527200	日中首脳会談は去年11月に
527200	532320	帯で行われて以来およそ1年ぶり
532320	533240	基した総理は
533240	537000	東京電力福島第一原発の放射性物質
537000	540040	トリチウムを含むアルプス処理水
540040	541720	海洋法室を受けた
541720	545200	日本産水産物の輸入禁止措置を
545200	548280	即時に撤廃するよう求めたほか
548280	552240	中国で日本人男性が拘束されていることについて
552240	556520	早期に解放するよう改めて求めました
556520	558480	一方習首席は
558480	563400	新時代の日中関係を築くべきだと指摘
563400	565840	共通利益に着目し
565840	569320	立場の違いを適切に処理すべきだと
569320	570960	主張しています
570960	571920	それでは
571920	575440	死脳会談のニュースについて日中の死脳会談について
575440	577280	現代中国研究などがご専門
577280	580320	東京大学大学院総合文化研究科教授の
580320	582240	アコトモコサーにお話を伺います
582240	583640	アコさんこんばんは
583640	584240	こんばんは
584240	584720	よろしくお願いします
584720	586400	よろしくお願い致します
586400	588480	さて米中の会談に続きまして
588480	590960	日中の死脳会談ということになっております
590960	594320	今回の会談についてはどのようにお感じになってますか
594320	595520	はい
595520	598280	なんとかできたなという感じですね
598280	602520	昨日の段階でも日中の方は時間とか場所とか
602520	605040	まだはっきりは決まってなかったですから
605040	607800	何とか開催できたということは
607800	609840	良かったなと思います
609840	613720	その中で戦略的5系関係というものを
