start	end	text
0	29920	TVサルジョー9日成初に生放送でお送りしている5芸術セッションと
29920	31920	ファンスサンキーの保育知識です。
31920	37920	南部広瀅です。ここからの時間は国陸放送でもお聞きいただいています。
37920	39920	今夜もどうぞよろしくお願いいたします。
39920	43920	ではここで日替わりコメンテーターの登場です。
43920	55920	本日の担当、来月9日公開の映画、野児と民主主義劇場拡大版の監督で北海道放送報道部の山崎由治さんです。
55920	57920	スタジオにお越しいただきました。
57920	67920	山崎由治さんは大学卒業後、東京の政策会社に入社し、2006年に北海道放送に転職。
67920	75920	警察、政治キャップや統括編集庁などを歴任なさって現在はデスクを務めていらっしゃいます。
75920	87920	報道部時代に同系野児排除問題取材犯を立ち上げられ、ドキュメンタリー野児と民主主義、小さな自由が排除された先になどを政策。
87920	91920	ギャラクシー賞を受賞し、その後、書籍化もされました。
91920	103920	そしてこの問題を4年にわたって追い続ける取材犯が当事者及び専門家たちに追加取材を行った野児と民主主義劇場拡大版が
103920	111920	来月12月9日土曜日よりぽれぽれ東中のシアター機能、他全国で公開されます。
111920	118920	はい、以前野児と民主主義が正直化されたタイミングでセッション別の時間帯のためにはお越しいただいたんですけれども
118920	126920	今回は拡大版ということで、拡大版を作るに至ってはやっぱりその間にいろいろな変化があった、こうしたことを踏まえているものなんでしょうか。
126920	133920	そうですね。一番大きかったのは6月に高等サイバーションの判決があったのが一番大きいことと
133920	142920	あとは4月に吉田さんの襲撃事件がありましたので、それに対する警備協会みたいなものも大きく変わってますね。
142920	149920	映像作品を見ていただけるとこれからわかると思うんですけれども、その間の変化の中では
149920	156920	やっぱりそのいろんな発言をする自由が確認されたというのが動きもあれば、一方でより締め付けといいますか
156920	163920	様々な意識を招くような言論というのもあって、これもアクセルとブレーケットの間に両方向を踏まれているようなところもありますね。
163920	170920	そうですね。まさしく最近、また参議院選挙の仏選挙でもあったんですけれども
170920	178920	どんどんどんどん現場で警備が厳重になって表現の自由が意識してしまいかねないような時代も来てますね。
178920	187920	そして山崎さんのといえば、これまで各のゴミと科学と民主主義、それからクマと民主主義、民主主義をテーマにした作品を続けて取られてます。
187920	190920	この民主主義のこだわりというのがいかがでしょうか。
190920	202920	地方に住んでますと、すごい課題が地方に養殖されているんですね。やっぱり交通の問題ですとか、そこで普通に暮らす問題ですとか。
202920	215920	その背景を見てますと、地方議会に代表する地方自治の問題ですとか、住民の合意形成なり方で民主主義をテーマにしたものが非常に多くあるんですね。
215920	225920	民主主義というと、すごい大きなもので難しいものと感じますけども、実は我々の生活の中にあるんだということをテーマから感じてほしいと思ってやってます。
225920	229920	ちなみにクマと民主主義、これはどういった作品なんですか?
229920	242920	これは島巻村というちっちゃな村にクマの出動物が相次いで、ハンターに出動要請をするんですけども、出動要請をするたびに報酬費というのを払わなきゃいけないんですね。
242920	250920	あまりにも出動が多すぎて、報酬費が払えなくなってハンターが出動できなくなったという。
250920	262920	そこで議会は分休して、普通住民が不安なまま過ごすという、地方自治とクマの出動物、クマ対策を考えた内容です。
262920	272920	最近もクマの出動物が相次いでますし、国会でも議論されているのが、例えば緊急的にハンターの方が対処することは相当制限されていたりとか、
272920	281920	ハンターの方が対処することに対して重頭法で取り締まる動きも出てしまって、ハンターと警察が衝突するような意見が対立するようなことになったりと、
281920	286920	本当に確かにクマ一つとっても民主主義に関わる問題ですよね。
286920	298920	そうですね。自分たちの町の安全とかをどう決めていくかというのは、住民と要請が話し合って、政治と話し合っていくのに、
298920	307920	いろんな理外関係が衝突して、合意形成を結ぶために丁寧な議論が必要な問題ですよね。
307920	315920	そうですね。例えば今までだったらこういった仕方でできていた、例えば人口が減ったりとかクマが増えたりとか予算が亡くなったり、
315920	321920	変化するために当然民主的に決めなくてはいけないんだけれども、さてそれが手続上適切になっているのかどうか、
321920	324920	こういったチェックは本当に確証で必要ですね。
324920	336920	そうですね。例えばもう一つクマに対する教育も必要ですよね。クマが見たら怖いと言って逃げたら逆効果だったりとか。
336920	337920	クマについての教育ですね。
337920	346920	そうですね。クマを苦情することに対して反対に対して、非常に巨白めれたバッシングが来たりとかってのもありますし、
346920	354920	我々野生動物どういうふうに付き合っていくかっていうのは、予算のかかり対策の問題もそうですけども、
354920	358920	向き合い方は含めて考えていかないといけないですね。
