start	end	text
0	3580	broadcast
4820	7340	排練
17440	20540	遠く
20720	27440	二次告は8時になりましたtですスラジオき harmonica
27440	30320	生放送でお送りしているゴギエチキセッション
30320	32000	パースなりくいのゴギエチキです
32000	33760	まんぶひろみです
33760	37800	ここからは青森放送、秋田放送、
37800	41920	IBC岩手放送、ラジオ福島、
41920	45680	新越放送、サンイ放送、
45680	50280	RSK三葉放送、山口放送、
50280	54960	西日本放送、コーチ放送でお聞きの皆さん
54960	57440	どうぞよろしくお願いいたします
57440	61320	ではここまでに入ってきているニュースをまとめてお伝えしましょう
65320	68440	劇団員の女性が休止した問題で
68440	72440	宝塚加劇団はきょう記者会見を開き
72440	78120	外部の弁護士らのチームによる調査結果を公表しました
78120	82680	報告書では、死亡した劇団員に対するハラスメントは
82680	86280	確認できなかったとした一方
86280	90640	精神障害を発病させる恐れのある
90640	93960	強い心理的負荷がかかっていた可能性が
93960	97800	否定できないと指摘しています
97800	100960	一方、劇団側の会見を受け
100960	104360	遺族の代理人弁護士が会見を行い
104360	107920	上級生からのパワハラやいじめは
107920	112520	確認できなかったという調査報告書の内容について
112520	118040	事実関係を再度検証し直すべきとしました
118040	121120	また、劇団側に対して引き続き
121120	127200	事実に基づく謝罪を求めていくとしています
127200	131360	岸田総理は公明党の山口代表と会談し
131360	135160	政府産約が相次いで自認したことなどについて
135160	137800	意見をかわしました
137800	141120	岸田総理は税金の対応問題で
141120	145360	岸田前財務副大臣が自認したことについて
145360	147080	鎮謝した上で
147080	151320	体制を立て直したいと話したということです
151320	153920	これに対し山口代表は
153920	156840	誠に異感だと伝えた上で
156840	159400	政府与党として政権運営に
159400	165040	えりを正して望みたいと応じました
165040	168520	難民や移民の現状を知ってもらおうと
168520	172520	今月都内で開かれた南民移民フェスを巡る
172520	177280	参権新聞の記事が差別を先頭するとして
177280	180120	主催者らが今日記者会見を行い
180120	184400	記事の削除と謝罪を求めました
184400	187400	記事は独自
187400	189720	神はあなたを殺す
189720	192960	杉並区公園の交流イベントで
192960	196520	外国人が区民に防言と題したもので
196520	199360	参加者の外国人と日本人が
199360	201360	トラブルになったとしています
201360	204080	ただ記事は主催者側に
204080	209160	取材をしていなかったということです
209160	212280	イスラエル軍の地上進行が続く
212280	215880	パレスナ自治区ガザの保険東局によりますと
215880	219680	複数の病院が燃料と電力の不足で
219680	224160	機能停止状態に陥っているということです
224160	226640	アメリカのバイデン大統領は
226640	230000	病院は守られなければならないと
230000	234320	懸念を示しました
234320	235960	ジャニー北川市から
235960	238520	正被害を受けたと訴えている
238520	241440	当事者の会議に所属していた
241440	243200	40代の男性が
243200	245600	先月大阪府の山中で
245600	248840	死亡していたことが分かりました
248840	252080	近くには医所のようなメモがあり
252080	255120	自殺と見られています
