start	end	text
0	30000	10月1日に新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが
30000	59000	発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され、新たなプロジェクトが発売され・・・
60000	68200	ではここまでに入ってきている ニュースをまとめてお伝えしましょう
68200	73820	国会では強化ラッシュ議員予算委員会で 今年度の補正予算案の実質的な
73820	80000	審議が始まりました 自民党の5つの破罰が政治資金
80000	84000	周知報告書に パーティー研修入の一部を
84000	87680	記載していなかった疑いがある ことについて
87680	95440	立憲民主党の泉代表らが追求 岸田総理は自らが会長を務める
95440	100880	岸田派について 指摘を受けて周知報告書を
100880	105520	訂正対応したという報告を 受けているなど
105520	112160	着名に追われました 自民党党公明党
112160	118080	国民民主党はきょう 9統一協会の被害者救済に向けて
118080	126320	解散命令請求を受けた宗教法人を対象に 財産処分の監視を強化することなどが
126320	132560	盛り込まれた特別法案を 周議員に共同提出しました
132560	140400	また 立憲民主党と日本維新の会は 共談の財産流出を防ぐための法案を
140400	147680	それぞれ周議員に提出していましたが 一本かし共同提出しました
148640	153040	ロイター通信によりますと イスラエル軍は20日パレスチナ自治区
153040	158320	傘北部のインドネシア病院から 軍に対し攻撃があり
158320	167040	報復として応戦したと主張しました これに対し傘の保険省の報道担当者は
167040	176800	中東の衛生テレビ局アルジャジーラに イスラエル軍が再現なく攻撃していると訴えています
177360	185920	政府は今日 北朝鮮が22日午前0時から 来月1日の午前0時までの間に
185920	192480	衛生ロケットを打ち上げると 通告してきたことを明らかにしました
192560	203600	日本のEEZ 配立機経済水域の外側 航海 東中海 及び ルソン島の東側の3箇所に
203600	208720	危険区域を設けるとしていて 部品などの落下が予想されます
211360	219600	イギリスの公共放送BBCは21日 社会に影響を与えた100人の女性の
219600	228480	2023年版を発表し 陸上自衛隊での性被害を 実名で訴えた元自衛官の
228480	235600	小野井りなさんを選出しました BBCは小野井さんの告発に関して
235600	243760	性的虐待の被害者が声を上げれば 激しい反発に直面する男性有意の社会では
243760	248400	困難なことだなどと評価しました
248400	254480	おしまいに台前に似た成分を含む グミを食べた人が体調を崩し
254480	260320	あいついで搬送された問題で 厚生労働省の指定薬物部会はきょう
260320	268560	グミから検出された合成化合物 HHCHを指定薬物に指定することを
268560	273760	了承しました 明日指定薬物に追加し来月2日から
273760	279280	書事や使用 流通が禁止される見通しです
279280	284240	この後お知らせに続いて一つのテーマを 掘り下げる特集メインセッション
284240	289680	今夜は台間グミによる体調不良や 大学生の逮捕があいつぐ中
289680	298560	台間取締り法改正案が収穫を通過 台間をめぐる現状と行方です
299520	305360	この時間は各社の提供でお送りします
310000	314160	ナルシココミです いよいよ今月26日パームサーキハバラで
314160	319680	フルルンハニートラップ復活祭が開催されます ゲストは昼公園の女性お笑い芸人
319680	322880	コンのグルマさん 夜公園は女性お笑いコンビ
322880	330240	オダウエダさん配信チケットも販売中 詳しくはtbsラジオイベント情報まで
330240	336960	ジュジュ東京ドーム公園開催決定 dbsラジオ公園ソニー銀行プレゼンス
336960	344000	ジュジュエンスーパーライブスナックジュジュ東京ドーム店 ママがジュジュ20周年を盛大にお祝い
344000	351760	人よ限りの大人の通用祭 来年2月世界最大全代未聞のスナックが回転
351760	359440	昭和海洋の名曲でママが皆様をおもてなし スナックジュジュ東京ドーム店
359440	367440	開催は来年2月17日土曜日 詳しくはジュジュ公式ホームページまで
398400	402800	対魔をめぐる現状と行方
403360	410720	今月いわゆる対魔グミを食べた人が体調不良を訴え合図で病院に運ばれるなど
410720	416480	今大きく注目されています 厚生労働省は
416480	425600	応収したグミから対魔由来の成分に似た合成課合物 h h c h
425600	437760	駅さひどろ管なび駅ソールが検出されたことを明らかにし 今日専門部会が指定薬物に指定することを了承しました
437760	444960	また対魔をめぐっては大学生が書事などで逮捕される事件も相次いでいます
444960	451680	こうした中国会では対魔から製造された医薬品の使用を可能とする
451680	466080	対魔取締法などの改正案が周囲員でかけつ この改正案には核製材など他の薬物と同様に使用を規制する使用材も盛り込まれましたが
466080	474880	原発化の流れには支援や治療につながらなくなるなどの懸念も指摘されています
474880	481520	有害性が軽視される対魔 今夜は対魔をめぐる現状整理しつつ
481520	488400	今後の対策や支援のあり方の行方を考えます では今夜のゲストです
488400	499360	国立精神神経医療研究センター病院 薬物依存症センターのセンター庁で精神会の松本都市彦さんです
499360	506160	リモートでご視聴いただきます松本さんどうぞよろしくお願いいたします どうぞよろしくお願いしますお願いします
506160	513120	松本さんのご専門は精神医学 アルコール依存や薬物依存
513120	524120	自殺や自傷行為などの問題に取り組んでいらっしゃいます 徐々に薬物依存とアディクション精神医学
524120	532320	自分を傷つけずにはいられない たがために医師がいるなどがありこの番組では薬物報道
532320	541120	ガイドラインも一緒に作成していただきました 松本さんの対魔に関する報道が相次いでいるように思うんですが今年の状況ですと
541120	549720	こういった状況を松本さんどうご覧になってますか なんか今年はすごく対魔関連のニュースが多かったなっていうふうに思っています
549720	556720	それからちょうど10年前脱法ハーブが流行る前もですね 対魔の取締が厳しくなった時期があったりとかしていて
556720	563560	なんかちょっと騎士感みたいなものもあるかなと思っています 報道の加熱とそれに対する
563560	570960	なんでしょう 即応性なるというかすぐさま崩壊性などが住んでいくなど そうしたスピード感も10年前に似ていますか
570960	577960	似てますね 改めて今回は対魔グミといわれるものを放棄性の対象に加えようということですけれども
577960	580680	こちらの動きについては松本さんいかがでしょうか
580680	587920	はい 実際に被害が生じているという意味ではそのまま放置を行うことはできないとは思っているんですけれども
587920	597800	ちょっと個人的には対魔グミっていうネーミングがですね これは対魔なのかなっていう ちょっとそういうところも少し違和感を持って感じてはいます
597800	605760	または今回は対魔に近い成分ということで ヘキサヒドロ・カンナビ・ヘキソール HHHが対象に含まれるということですが
605760	613120	これはどういったものなんでしょうか 対魔の中にはですねさまざまな中数審計作用のある成分
613120	616920	カンナビ・ヘキソールといわれるものが入っていて 全部で120種類ぐらいあるんですが
616920	623720	よく知られているのはTHC それからこれはヘキソロ・カンナビ・ヘキソールですね それからCBD
