start	end	text
30000	33000	新型有志プロジェクト
40000	42000	時刻は6時になりました
42000	43000	こんばんは、オギエチキです
43000	45000	こんばんは、南部ひろみです
45000	46000	オギエチキセッション
46000	47000	今夜もよろしくお願いします
47000	49000	よろしくお願いいたします
49000	51000	さて、長官という官を
51000	53000	冒頭に呼んでおきたいと思いますけれども
53000	54000	今日はどんなニュースが動いていたのか
54000	56000	紹介していきたいと思います
56000	57000	お願いします
57000	58000	まず、アサイシム1メートルは
58000	62000	ガザ、死者1万人越すイスラエル軍南北分断
62000	64000	昨日の情勢の報道で
64000	66000	イスラエル軍が対岸線に
66000	68000	到着したことによって
68000	70000	ガザが南北に分断をされた
70000	71000	つまり、ガザの北部には
71000	73000	多くの取り残された方がいて
73000	75000	脱出がもう困難な状況になっており
75000	77000	今後更なるその地上進行を
77000	79000	進めていくだろうということが見られる
79000	80000	そうした動向について
80000	81000	紹介されています
81000	83000	同じく1メートルガザ
83000	84000	南北分断を持ってきたのは
84000	85000	三軒新聞
85000	86000	死者1万人越
86000	88000	イスラエル停戦ない
88000	89000	ということで
89000	91000	戦闘開始から1ヶ月ほど経ったんですが
91000	93000	いまだに停戦救世など
93000	95000	そうした刻刺はないということです
95000	96000	国際社会でも
96000	98000	国連などのいろんな決議を
98000	100000	巡る交渉はあるんですけれども
100000	102000	停戦なのか救世なのか
102000	103000	一位停戦なのかなどの
103000	105000	文言などを巡って
105000	106000	調整が続いており
106000	107000	具体的な決議を
107000	109000	出すには至っていないということも
109000	110000	あります
110000	111000	一方で国際機関
111000	113000	例えば国連とかWHOとか
113000	115000	さまざまな機関が連名で
115000	116000	状況について避難をする
116000	117000	生命というのも
117000	118000	出していますよね
118000	120000	ゆめり新聞の一面トップは
120000	123000	介護職月6000円賃上げということで
123000	125000	工程価格などを引き上げることは
125000	127000	とても重要なタイミングではあるんですけれども
127000	130000	介護職に関しては月6000円賃上げ
130000	133000	離職増をはどめかけたいと
133000	135000	儀職が増えてしまっているので
135000	136000	それにはどめかけたい
136000	137000	ということになってるんですが
137000	139000	今ね他の分野でも賃上げが住んでいる中
139000	141000	それに遅れていくことになれば
141000	142000	人材が他の分野に
142000	144000	移動するということもなるので
144000	146000	そうしてみてはやはり今回の
146000	148000	ぶっかざか対策のみならず
148000	150000	介護離職対策においても
150000	152000	賃上げの幅をさらにあげることが必要だ
152000	154000	ということも伺い知れます
154000	155000	東京新部一面トップは
155000	158000	長富の自慢保守中断ということで
158000	160000	付近の川から寄訪をつまり
160000	162000	泡がぷくぷくと出ているので
162000	165000	どうもちょっとこれ工事のあり方として
165000	167000	自慢が壊れてしまってるのがないかというような
167000	168000	懸念が出ていることから
168000	170000	工事が中断しているというニュースですね
170000	172000	日系新聞の一面トップは
172000	175000	NTTで自動運転に出資ということで
175000	177000	NTTも自動運転業界に対して
177000	179000	さらに参入していくよという
179000	181000	そうした動きが紹介されています
181000	182000	はい
182000	184000	そして毎日新聞の一面トップでした
184000	187000	9統一協会都知99箇所所有
187000	189000	本社調査ということで
189000	191000	9統一協会がどれほどの
191000	193000	関連施設や都知など所有しているのかということを
193000	195000	不動産統計に確認して
195000	197000	専門家の方に参数してもらったところ
197000	200000	99箇所そして87億円以上の
200000	203000	都知資産などを持っているのではないかということが
203000	205000	資産されたよと計算されてという
205000	206000	そういったものでした
206000	208000	今日の会見に合わせて
208000	209000	記者会見に合わせて
