start	end	text
0	4000	実況を取ってみながら 提供 engagements
4000	8000	で記事をたくさん的話
8000	11000	仲楽しい戦棘は了解です
11000	14000	そして彼は眼の底に
14000	16540	ではの話をもらう
16660	18000	それが到底、
18000	21840	あったことは实もに
21840	23000	これはOMG
23000	25000	そうすれば
25000	26360	贅沢控制
26360	29860	針繰りの真実 Raw
29860	49860	ここからは山形放送、ニー型放送、北美放送、北陸放送、福井放送、CBCラジオ、和歌山放送、宮崎放送でお聞きの皆さんもどうぞよろしくお願いします。
49860	58860	では、ここで日替わりコメンテーターの登場。本日の担当、ジャーナリストの青木尾参さんです。よろしくお願いします。
58860	68860	青木尾参さんは、共同通信時代に社会部の記者として、警視庁の公安担当などを務められ、2006年からフリーランスに。
68860	80860	その後は、公安警察についてはもちろん、事件のループや安倍総理の父、土方の祖父について取材した安倍三代など多数の著書を調子しています。
80860	89860	はい、以前来ていただいた時のね、温泉の話をさっきお伺いしたけれども、温泉がね、青木尾参フェイス、シストリー。
89860	100860	そうなんです。その後、曲後くらいに、朝日新聞のBっていう、休日の別吊りで、私のなんか、ちきくんも前にゲームかなんかで登場したでしょ。
101860	104860	はい、スプラトゥーンって言ってもね、5千時間やってるっていう。
104860	112860	そう、あそこで、私のThe Bestとかっていうコーナーで、温泉のインタビューを受け、僕は着実に温泉ライターへの道に。
112860	114860	あ、言ってますね。一歩ずつと。
114860	115860	一歩ずつと。
115860	116860	そう、そう、そう。
116860	119860	そう、ベスト3、ちょっと後でBを読み返してください。
119860	120860	B4って見てください。
120860	121860	3位、3位見て。
121860	124860	いや、3位じゃなくてね、私のベストってやつで。
124860	125860	ベスト?
125860	135860	で、その時に、そのインタビューしてくれた記者から送られてきたのを見たら、ちきくんがあって、ちきくんがゲームのコントローラーを持って嬉しそうにしてる。
135860	137860	人間のプロコンティーコントローラーです。
137860	150860	僕は、白いタオルなんだけど、真っ赤に染まってしまった、鉄分の多い温泉で、真っ赤に染まってしまった、タオルを描いてもちながら、朝日新聞の中、地下には、まあ新聞社ですからね。
150860	155860	確かに、印刷工場の開きに大きな戦闘みたいなのがあるんですよ。
155860	158860	そこで写真を撮らされて。
158860	159860	そう、そう、そう。
159860	163860	これまたポトジニックの場所で撮られたんですね。
163860	167860	僕がいつかだから、片書きを本線ライターに変えますんで。
167860	169860	セカンドライブ、セカンドキャリアとして。
169860	172860	いや、そっちがトップキャリアにしようかと思ってるんで。
172860	173860	トップキャリアに。
173860	174860	良い宣言が今出ちゃいました。
174860	178860	いや、冗談ですけれども、もし興味ある方は、最初見ようと見てください。
178860	179860	見よう。
179860	184860	ほんとけの戦闘が似合う、ちょっと温度感になってきてしまいました、リッキーね。
184860	185860	何を言ってるんですか?
185860	188860	夏にいい温泉もたくさんありますから。
188860	192860	いくら熱くても、涼しくなる温泉っていうのもあるんですよ。
192860	196860	それ、今度読んでくれたらメインセッションで話しますよ。
196860	198860	夏にこそ、戦闘だっていう。
198860	200860	温泉ライターへの道が整っている。
200860	201860	若々と一歩ずつと。
201860	204860	もちろんね、涼しくなってくるとね、本当に温泉気持ちいいですけど。
204860	206860	そうですね、ゆっくりしたいという方は。
206860	207860	まあ、気持ちだけでもね、ぜひ。
207860	211860	温泉に入ったり自分を想像しながら体をほぐすと気持ちも。
211860	213860	自分をケアしていただければと思います。
213860	214860	ぜひ、不ケア大事です。
214860	217860	では、青木さんと一緒にニュースを振り返っていきたいと思います。
221860	227860	劇団員の女性が休止した問題で、宝塚科劇団はきょう記者会見を開き、
227860	232860	外部の弁護士らのチームによる調査結果を公表しました。
233860	240860	報告書では、死亡した劇団員に対するハラスメントは確認できなかったとした一方。
240860	252860	精神障害を発症させる、発病させる、恐れのある強い心理的負荷がかかっていた可能性が否定できないと指摘しています。
